EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,EXT1_E,EXT2_E,EXT3_E,EXT4_E,EXT5_E,EXT6_E,EXT7_E,EXT8_E,EXT9_E,EXT10_E,EST1_E,EST2_E,EST3_E,EST4_E,EST5_E,EST6_E,EST7_E,EST8_E,EST9_E,EST10_E,AGR1_E,AGR2_E,AGR3_E,AGR4_E,AGR5_E,AGR6_E,AGR7_E,AGR8_E,AGR9_E,AGR10_E,CSN1_E,CSN2_E,CSN3_E,CSN4_E,CSN5_E,CSN6_E,CSN7_E,CSN8_E,CSN9_E,CSN10_E,OPN1_E,OPN2_E,OPN3_E,OPN4_E,OPN5_E,OPN6_E,OPN7_E,OPN8_E,OPN9_E,OPN10_E,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
1,5,3,3,2,3,2,5,1,5,4,2,5,3,3,3,3,3,3,3,1,4,1,5,1,5,1,4,5,5,4,1,4,1,5,1,5,1,5,4,3,4,1,5,2,5,2,1,4,1,16516,4882,3160,6145,5407,14638,9469,4532,3600,3278,3707,23142,2423,25991,9066,4962,3105,2401,61574,2130,1760,7080,4431,3519,3358,3497,8281,3373,2832,3192,23985,7042,15786,5209,19327,4090,4024,2964,2680,3139,3595,8262,2968,5781,5655,4467,11190,5615,5457,2359,2018-07-25T07:01:22Z,1920,1200,16,413,21,1,US,38.0,-97.0
2,4,2,4,2,3,3,5,1,5,4,4,4,3,3,1,1,1,1,1,1,3,2,5,2,5,2,4,5,4,3,2,5,1,2,4,5,3,4,5,2,5,1,4,5,4,5,1,5,4,9374,3153,6900,5535,1700,6000,2870,4739,4968,1987,1869,13908,2100,1433,2551,4688,2185,5217,2435,1714,5753,3951,2837,2336,5136,1816,5035,2416,1755,2450,2702,8254,3184,1535,1451,3702,1266,1735,3381,5054,1699,19529,3118,6053,3106,3049,2951,1435,5386,5036,2016-04-08T19:17:20Z,375,667,2,204,76,2,US,28.5692,-81.544
1,2,1,5,4,3,1,5,1,5,5,2,5,3,5,4,5,5,5,5,4,4,1,5,1,5,1,2,1,1,4,1,4,2,5,4,5,1,1,3,1,4,5,1,1,1,4,2,5,5,42052,10826,17546,10020,8452,9359,14242,15986,10988,12095,7578,14192,8414,41853,8474,20605,22179,9907,10489,7325,33110,1060,5642,11000,10643,11368,17320,34153,19657,14724,7923,25805,13164,20041,10496,22918,6784,61969,11839,20277,6648,14644,10582,8433,28659,6887,8302,25520,13016,7892,2017-03-01T12:28:06Z,360,640,21,796,33,1,FR,48.86,2.35
3,4,2,5,4,2,2,4,3,4,3,5,2,4,3,1,3,1,3,2,4,4,4,3,5,2,4,2,1,1,2,3,5,3,2,4,3,3,1,2,3,2,3,3,3,2,4,2,3,3,3432,1456,3707,2353,3352,1870,3280,1234,1799,2914,4505,5625,1901,1487,1895,1958,963,1902,2826,2140,2365,4711,2729,1516,2423,2309,1988,1657,6510,4194,7226,3341,1366,2513,1790,2226,2664,1460,2208,2462,2699,2882,1631,1673,1168,1907,1816,1879,4468,1450,2018-07-23T19:15:14Z,768,1024,18,131,9,1,NONE,NONE,NONE
4,4,4,3,4,2,5,3,4,3,2,5,4,4,3,2,2,1,2,1,1,4,2,5,1,5,1,5,4,5,4,2,5,1,4,1,4,1,4,4,3,4,3,2,4,1,4,3,4,3,18851,4672,4728,2568,2847,3065,5343,3288,4256,3128,5017,10065,4520,5888,3144,5984,3232,1720,2112,1847,4544,4032,4240,3047,5584,3127,10753,4032,3144,5705,5080,3784,2656,3929,3992,7224,3288,1808,2048,3192,5087,6832,2976,4353,3512,3657,5680,3288,2616,1912,2017-07-17T02:27:01Z,1920,1080,72,224,18,23,GB,51.5,-0.13
3,3,3,3,5,2,4,3,3,3,4,1,4,2,3,3,3,2,4,3,2,4,2,3,2,4,2,4,3,3,4,3,4,2,3,2,4,2,4,4,4,3,5,1,4,1,4,4,3,4,4598,1958,2114,2754,4610,1946,5867,3216,3158,2713,2408,5728,2164,3171,2178,3121,3168,2906,2288,2018,4078,1861,1892,3171,3316,4914,3198,2801,3578,2732,2797,4662,2502,3679,2122,3448,7968,1652,2168,2826,2187,2804,2014,4217,1708,3458,1714,3072,4241,2534,2018-03-26T13:31:16Z,1920,1200,19,157,13,2,US,34.2143,-80.974
2,3,4,3,4,1,4,2,5,5,4,4,4,3,4,3,4,3,4,2,3,2,5,4,2,3,2,3,4,3,2,4,3,4,1,3,1,4,2,3,5,2,1,1,5,1,4,4,4,5,6981,4114,3487,3140,2965,5100,7988,5671,3065,4574,3786,4149,4165,7277,5351,4324,3858,12471,2979,4581,8907,8191,3618,8977,5469,7423,3060,7339,5569,4808,5734,5232,4808,4560,3910,7064,3985,11571,4794,4362,2551,4972,6315,4839,9305,3576,2746,3602,6391,3748,2016-09-01T11:11:35Z,1366,768,12,270,15,40,US,35.994,-78.8986
3,3,4,1,4,1,3,3,3,3,2,4,1,4,1,3,4,4,3,1,1,5,1,5,1,5,1,5,4,3,4,1,5,1,4,1,5,1,5,5,4,1,5,1,5,1,5,3,4,5,316972,2432,2904,2624,6208,4750,6896,3431,2152,3856,6232,8576,5232,2465,5424,3552,4744,4992,9728,18648,1087,2400,2888,5576,168198,13482,3071,125840,4992,4160,6968,2208,1776,17734,1164145,3952,4000,11831,2480,6800,4264,7904,2928,3504,58047,3578,2464,4880,1220536,1632,2016-05-26T08:27:51Z,1366,768,89,3286,16,1,US,42.6056,-83.1499
1,4,3,3,3,2,2,4,2,4,4,2,5,1,3,3,4,3,3,4,1,4,2,4,1,4,2,4,4,3,2,3,4,3,2,4,3,3,2,3,3,3,4,2,3,2,3,3,3,3,4438,3313,1136,2017,1209,4361,1720,2848,1920,1160,1392,1761,496,1407,2039,2104,1648,1288,1664,1280,1199,2864,2064,1464,3656,632,1671,1920,1456,1784,1473,1175,4408,1928,608,1656,1793,2048,1440,2784,1543,1320,4535,1712,1976,2544,1192,1464,1936,1024,2018-09-09T14:22:44Z,1536,864,7,98,7,1,US,42.737,-84.4839
3,1,3,4,2,0,0,0,0,0,3,4,3,2,5,0,0,0,0,0,4,5,1,5,2,0,0,0,0,0,2,0,2,3,3,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,124053,18213,2518,2630,8594,0,0,0,0,0,9799,26480,3704,6486,2719,0,0,0,0,0,3810,13103,1960,3604,5860,0,0,0,0,0,7454,0,11689,2530,4980,0,0,0,0,0,3341,1791,1642,31322,20655,0,0,0,0,0,2016-12-05T19:34:00Z,1366,768,129,406,27,15,AU,-34.8333,138.7
4,2,2,4,4,1,1,4,4,5,4,2,4,2,4,4,4,4,4,4,4,4,4,0,2,4,2,4,2,3,3,4,5,2,1,2,4,4,2,5,4,2,5,2,4,1,4,1,4,5,6222,10562,2255,14819,2375,1905,3125,1773,6437,2431,4130,2808,10848,7014,4098,3291,3629,3882,2201,1515,15451,8014,2983,0,2872,2580,3633,5105,4953,5034,13983,11253,6126,22655,3348,4548,2881,12797,5717,1501,17412,10295,1864,2743,7140,2020,1468,5176,1397,2108,2018-03-11T23:51:04Z,1280,1024,1,285,9,1,BR,-19.9167,-43.9333
3,2,4,3,2,3,3,3,5,4,3,4,4,3,3,4,4,4,4,3,4,3,4,2,4,3,0,2,2,2,5,4,4,2,5,1,5,1,4,5,5,2,4,3,5,1,5,5,4,4,5628,2697,2136,3344,3015,1232,3168,2656,2576,3855,6360,1608,1520,1265,2336,3288,2208,2480,1496,1841,2095,1208,3768,3239,3383,7312,0,3600,4408,2008,1376,4040,4008,3440,3264,3440,3400,2176,2352,2720,2943,2943,1672,2569,1952,2552,2112,1655,2792,1439,2017-02-01T02:07:47Z,1366,768,382,144,18,2,US,29.7489,-95.4678
1,5,1,5,3,3,2,5,1,4,4,1,5,1,3,5,5,5,3,5,1,5,1,5,2,5,2,3,4,1,2,4,4,3,1,3,3,2,2,3,4,1,5,1,3,1,4,4,5,4,10348,5793,4576,2935,3496,4683,4965,2950,3434,2707,4209,3805,3463,4832,4214,4877,4016,2598,3399,2154,4068,5134,2533,2764,4116,3088,2934,2555,3700,4059,8395,7892,12821,4618,2741,3296,2584,8596,3338,3739,4975,5487,3734,4539,4313,3407,5234,3203,3563,2479,2018-08-12T02:32:10Z,320,568,10,219,11,1,GB,52.45,-2.0833
2,3,2,4,2,3,1,4,2,5,3,4,4,2,2,3,3,2,3,3,3,2,2,2,3,4,3,3,2,4,4,3,3,2,1,2,4,2,4,4,5,4,3,3,2,3,3,4,3,4,3750,9280,5225,3119,5889,20448,2832,3144,5712,2848,2169,1984,2584,4744,3072,2320,4328,2553,2848,2064,4062,3952,3240,1848,3985,1896,2208,3896,2832,2312,2872,2312,3880,3160,2415,3520,3872,2288,1623,3336,2472,2631,1609,2175,2673,1672,3936,1840,2857,1088,2016-04-07T14:54:17Z,1280,720,13,204,3,1,GB,51.5,-0.13
4,3,4,4,5,4,4,4,5,2,5,2,5,4,5,1,5,5,5,5,5,5,4,5,2,4,1,4,4,4,5,5,5,2,3,1,5,4,5,4,1,1,4,1,5,1,5,4,5,5,6130,5120,3920,2240,2056,3208,7952,4816,8760,2744,3272,7664,1408,4360,2016,3576,2440,1960,1680,2005,3480,4648,4914,5608,4072,3264,6368,4520,1608,2824,1864,3072,3142,3464,4904,3288,2072,1488,2312,4299,2536,3344,2400,2136,2888,3680,2112,4224,1744,858,2016-07-31T21:21:33Z,1366,768,20,177,12,1,DE,51.0,9.0
4,2,3,3,4,3,4,3,4,3,2,4,4,1,1,2,4,4,1,5,3,4,3,4,2,2,4,4,4,5,3,4,4,4,1,4,4,4,2,2,4,2,4,4,4,2,2,4,4,4,6798,4214,4280,2251,46579,1955,3697,1061,2448,3203,1174,1620,1018,1711,5159,3235,1306,2709,1794,2752,8327,2038,1131,26674,2173,1899,789,7030,1106,1177,5726,2122,1771,938,3562,3106,1054,3167,1581,3571,3329,3591,3567,5839,1319,8099,4237,729,4160,774,2017-03-29T08:11:21Z,1366,768,2,214,14,1,US,38.0,-97.0
1,4,1,4,3,1,1,1,4,5,5,1,5,1,5,5,1,5,4,5,1,5,2,5,1,5,2,3,5,3,1,5,3,5,2,3,3,3,1,1,2,2,5,1,3,1,5,2,5,3,13939,14982,16783,31408,10156,6325,8143,16246,15632,189847,7775,6409,4260,37362,4189,5070,4813,1090,19849,113350,33298,6025,53559,6317,5778,10365,12936,12536,9708,6815,7833,9018,2007,4587,92072,10631,20871,149074,2164,109133,6331,42807,12233,301195,5573,5053,10330,11154,96337,1240,2017-05-02T10:08:13Z,720,1280,29,1592,24,1,US,34.147,-118.1392
3,4,3,3,2,2,3,5,3,3,3,4,5,2,3,3,4,3,4,4,2,4,2,3,4,3,2,3,3,3,1,5,4,2,2,4,4,4,4,4,5,2,4,1,4,2,4,4,4,3,6729,1196,4685,2067,1202,1885,4118,1702,2315,2934,4192,2200,2348,3614,1816,3058,2070,1400,4180,1594,4070,2654,1456,4380,4175,2180,2946,4136,2203,2026,1992,1888,5136,2810,9010,3010,2650,1549,2864,2602,1984,2565,1172,4446,1265,3082,4310,1806,1242,970,2016-03-14T17:29:59Z,1280,800,16,143,12,1,IE,53.3478,-6.2597
3,3,5,3,3,2,3,3,4,5,2,4,4,3,4,2,2,3,2,2,1,5,1,5,2,3,1,4,4,4,4,3,5,1,3,1,3,3,4,4,3,2,5,3,4,2,2,4,5,4,7800,4314,7823,5679,14368,3079,12594,4727,2966,9415,2385,5079,2613,7479,6533,3040,7275,2760,2157,2367,4958,2547,4158,4031,3742,3433,5365,6095,7478,7125,5672,7684,4819,2479,4109,8430,3057,2248,1929,6625,7915,14073,6302,4522,4069,3623,3922,6502,3806,3909,2016-04-05T09:34:31Z,1366,768,21,278,137,2,US,41.6745,-72.8582
1,4,1,3,3,5,3,5,5,5,1,5,5,2,1,1,3,3,1,4,5,4,1,4,3,5,3,5,5,5,3,1,5,1,3,1,3,1,1,3,5,1,5,1,5,1,5,5,3,5,9900,3557,2159,5594,5630,801,5496,7715,2997,3397,3105,4259,4009,15977,2851,2281,4987,4550,1322,2840,4563,3048,2100,2488,1481,1638,6720,15143,2403,11091,3193,6979,3907,2671,19875,4879,2513,20631,3372,3420,2876,5533,21517,3675,3700,2499,1213,2730,4599,1855,2018-07-11T07:26:27Z,1366,768,29,268,17,1,TR,41.0186,28.9647
1,3,4,4,4,4,3,4,1,3,2,3,4,3,2,2,2,2,2,2,1,4,1,5,1,2,1,4,5,5,3,1,5,3,2,2,4,2,4,3,4,2,5,4,2,2,4,2,4,5,6193,3995,11174,5288,11924,3764,6620,4451,6343,6947,6462,4249,1865,5713,6051,4188,4502,3195,2941,1936,3752,4138,3002,4783,6234,6404,6064,5834,4815,3946,3073,4732,5978,4128,4586,2952,4295,3146,3207,2760,3122,11384,4163,4745,1490,11521,5932,6027,4138,8397,2017-09-09T19:55:00Z,1600,900,5,258,19,1,US,33.5873,-102.378
2,5,3,5,2,4,1,2,4,4,4,3,5,3,3,3,3,3,3,2,3,3,4,4,2,5,3,4,4,4,3,3,4,2,1,2,4,3,3,3,4,4,3,4,4,2,4,2,4,4,4042,1028,5075,2679,1223,2928,3787,7034,2855,2578,2220,4536,1821,4599,3064,2909,3282,7527,2474,3984,6071,4329,2543,2252,5324,1792,3071,12978,5427,4317,4066,5096,3330,2414,7163,4340,5993,4353,1908,3495,2320,1274,2261,4002,3228,2811,1860,2396,6319,2073,2016-11-23T01:45:56Z,1280,800,3,190,18,1,DE,49.2272,9.1597
2,3,3,3,3,3,2,1,4,5,4,4,4,3,4,1,3,4,1,3,4,4,2,4,2,4,2,5,4,5,2,3,3,3,2,1,3,3,3,3,3,2,3,3,3,4,2,2,5,4,10506,2726,1947,2950,3091,2668,4446,3756,3786,3043,3542,2971,2005,1496,3145,2188,1128,2819,2097,1801,3500,1496,2025,1842,2025,1037,3861,3428,1456,907,2301,4396,3184,3031,3726,3339,2193,2791,2310,1272,1914,2614,1689,1812,6301,2119,1781,3032,2830,5281,2018-04-18T11:00:57Z,1366,768,4,142,9,31,US,38.0,-97.0
2,3,2,5,2,3,1,5,2,5,5,3,5,2,4,5,5,3,4,3,2,4,2,4,2,5,4,4,4,3,2,4,4,4,2,5,5,4,2,5,3,4,4,2,4,2,2,3,5,4,7046,3292,3551,3675,4165,3323,6837,4489,6119,2754,2490,6410,4539,2916,8544,2851,2772,3116,2705,3804,5304,2817,3991,2963,3594,5533,3477,5318,3485,4144,2255,7786,7315,2968,3222,3178,2934,3485,2639,4187,2619,5700,5330,4094,2611,3252,4993,4324,2761,2630,2018-04-17T20:19:20Z,360,640,264,205,8,1,CA,43.4427,-79.6664
1,2,3,4,3,3,1,4,2,4,4,4,4,2,3,3,4,4,4,4,4,4,4,4,3,2,3,5,5,4,4,5,4,4,1,4,3,3,1,5,5,3,5,3,3,1,4,5,5,4,3944,5510,3896,2940,4514,3242,5936,5474,4424,3186,3010,4816,2682,2686,3908,2402,2512,6128,3374,1530,4784,3606,3284,2232,3312,3424,3958,4046,6696,2872,7036,3568,3176,4562,5866,8834,5414,2328,2304,2888,2424,5994,2686,3674,2944,2958,2252,2426,3006,2074,2018-05-15T04:42:33Z,1920,1080,4,193,9,1,AU,-28.5854,148.2255
4,5,3,5,1,5,3,5,1,5,5,5,5,1,1,1,1,1,2,1,3,2,1,3,5,4,1,4,2,3,3,1,2,3,5,1,5,3,2,3,1,5,3,2,2,5,1,1,4,1,9149,5611,3588,9219,3657,6066,6085,31699,9245,5126,5952,5550,3764,6254,7948,5595,6153,6860,6390,2371,10232,4950,6675,8066,7185,7477,4849,7860,6232,10422,2932,8971,7068,6146,7959,9863,3155,5154,11101,5222,8585,14572,4921,7018,16876,8942,5221,3155,7171,7076,2017-04-11T19:22:44Z,1366,768,3,376,24,85,US,32.6958,-117.1189
4,1,5,3,4,3,4,3,3,3,0,4,5,3,3,0,2,3,2,2,3,3,2,3,4,2,1,4,3,3,4,3,2,3,5,2,0,3,2,3,3,0,3,3,2,2,4,3,4,1,8184,4405,2510,1884,3360,3537,5515,4444,10685,3871,0,4767,3164,2585,4769,0,4404,2256,2618,2149,4420,2348,3418,4349,3806,5056,10016,2258,1686,5335,3285,3766,6046,2125,5018,4931,0,4194,12264,3083,11376,0,9309,2576,3674,4915,2421,1799,2483,10239,2016-12-16T11:07:17Z,768,1024,4,214,21,69,US,44.0744,-121.2574
3,2,4,3,4,3,4,4,3,3,2,5,3,3,2,2,1,1,3,1,1,4,3,4,3,3,1,3,5,3,2,2,4,1,2,1,4,1,4,4,4,2,4,1,4,1,4,3,5,4,170493,13410,70673,3815,64784,23560,19398,26403,36506,13908,50879,9244,15274,81264,64450,40989,37278,5005,4551,38594,192999,170977,7414,45175,26713,18224,4139,89713,92181,67373,12855,24897,24243,38283,7640,4341,51312,47538,39353,48913,215893,39084,26116,2953,15563,11456,15191,5166,55858,12251,2017-04-20T17:53:01Z,1366,768,70020,6760,7,5,US,30.4563,-84.354
2,3,1,3,1,1,1,3,3,5,5,1,5,1,1,4,5,5,3,5,1,3,1,3,3,5,3,3,5,4,3,2,4,3,1,3,5,1,5,3,3,3,5,2,2,1,3,3,4,5,12361,7272,13699,5107,6274,3922,4225,4367,7231,4123,9854,4391,5908,3576,8372,5549,6516,3121,5934,3093,7965,15902,3425,7295,6976,5848,5825,12492,4060,5711,959,5807,9304,4579,10278,8169,8022,7828,8510,8183,1063,747,5261,6093,5747,12205,5059,3593,4597,2648,2018-09-28T06:56:52Z,320,568,9,324,1062833,2,US,38.0,-97.0
1,4,2,4,3,4,3,5,1,5,2,4,2,3,1,1,2,3,4,2,4,4,2,3,5,2,4,3,2,4,4,3,3,1,4,2,4,2,4,5,3,1,4,2,4,2,4,1,5,3,8323,3951,4603,5216,4051,7134,9901,6734,3684,5801,5001,9401,4769,4501,4834,4599,3651,9567,1719,7602,10999,6000,5766,4850,7484,2883,10532,4185,2633,5218,3718,13334,8018,13768,9018,14837,3834,24703,8584,4849,2900,3051,103992,3216,9318,16136,1966,3717,4982,4599,2018-11-06T17:12:27Z,1440,900,7,435,8,12,US,33.7952,-84.3248
1,4,2,4,2,4,1,4,4,4,5,3,4,2,4,3,3,3,3,3,3,2,1,3,4,3,3,2,3,3,5,4,5,2,4,2,4,1,4,5,5,4,4,3,4,2,4,4,4,5,2625,1802,1748,1416,1508,1362,3339,1576,5674,1411,1166,2134,3680,4324,3370,1838,2440,1706,4134,1818,7746,1996,2900,2718,2168,1984,1665,1612,2936,2246,3970,2684,2396,1744,1902,2123,1818,1916,1260,1464,2314,5527,1740,3230,2636,2318,1724,2096,1784,1416,2018-03-07T09:49:54Z,1920,1080,15,124,5,1,US,30.473,-89.1494
3,3,3,4,4,3,2,4,2,4,2,3,2,3,2,2,4,4,3,2,2,4,4,4,3,5,2,4,3,4,5,3,3,2,2,3,4,3,2,4,4,3,5,3,4,1,3,3,3,4,33250,4502,4518,4700,7134,4516,5333,5717,4183,6683,4850,4035,1368,4050,5750,4167,3700,4332,4083,4336,9364,3882,3667,4383,5367,11283,3951,4966,3267,7382,17733,5615,6714,4316,5182,3017,4516,8322,3033,9469,3848,6317,4349,5933,5167,3917,4483,4184,8585,3429,2016-05-28T15:14:49Z,320,568,392,374,5,1,GB,51.5676,-0.2772
3,3,3,3,3,3,3,5,1,5,4,2,5,2,3,4,2,1,3,3,5,4,1,5,2,4,1,4,4,3,4,1,4,3,5,1,5,1,5,4,3,3,5,1,5,1,4,3,5,5,7520,2622,1452,4002,3356,8794,1424,2176,4003,1688,2366,1983,4074,3830,2725,2830,3675,1139,2379,1836,1715,2889,2039,4905,2406,3814,4355,3234,1729,3074,2385,3882,3082,1777,3814,5186,2705,3885,1975,6651,1819,8213,1357,2516,1718,3997,2354,1935,2024,4440,2017-02-05T10:47:39Z,1366,768,6,161,10,1,US,35.6127,-77.3663
4,2,5,2,5,1,5,3,3,2,1,5,2,4,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,2,4,1,1,1,3,1,2,4,5,1,5,1,4,1,5,4,5,2,49419,3520,2704,2625,2943,1624,3312,5664,4313,3232,2958,565356,2610,2000,2066,1360,166141,1905,5199,2408,3206,2656,3912,8319,2264,4056,3449,2952,3232,2697,5754,12313,2703,3545,4207,5168,3600,22032,4313,3440,4889,1808,3951,3361,2216,2304,1801,4607,2064,4849,2016-05-23T21:58:25Z,1440,900,6,968,69,1,US,39.2704,-94.4646
3,3,2,3,3,2,2,4,3,4,5,1,5,1,5,5,5,5,5,5,1,3,2,4,2,4,3,4,4,3,3,3,2,4,3,4,5,3,4,5,3,4,5,1,1,1,2,3,5,5,4788,4326,4428,3146,1004,3424,6057,2774,3711,3814,2474,3493,2723,2498,2424,3307,2302,3779,3361,2254,3256,2524,5170,4194,4623,5211,4400,4491,5010,3125,4723,3960,2785,4385,2694,4574,6992,3825,3747,5181,2476,3152,3403,3766,8508,1162,3884,3256,3849,790,2018-04-21T10:01:54Z,360,668,13,187,8,1,CA,43.6425,-79.3872
1,3,3,3,4,3,3,2,3,3,4,2,3,2,2,3,2,2,3,2,2,4,2,4,2,3,1,3,3,3,4,2,3,2,3,3,3,2,4,3,3,2,3,2,3,1,3,2,2,4,11181,3095,2237,3404,3418,3364,4004,2317,14867,2849,2402,3382,2834,4379,2615,3252,4836,2783,2987,3345,13604,2299,3625,3296,4233,2618,4117,3612,2232,4334,6963,6839,2392,2802,3381,3930,7400,2870,2490,5187,3516,4799,4714,15152,1589,4313,3263,1921,3106,2203,2017-09-18T07:41:41Z,1280,1024,2,217,17,136,US,36.8463,-76.0979
3,3,3,3,3,4,3,3,3,5,5,4,4,2,4,4,4,2,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,4,3,5,3,3,3,5,3,3,2,4,2,4,3,8808,1166,4762,2858,2356,4200,4556,3589,2964,5229,4430,3512,2010,1717,3556,2720,3609,2825,825,1482,5633,3432,1244,3029,3573,4113,4922,7953,1834,4585,1555,3782,6818,4203,4290,2114,2433,3223,10730,4035,2810,4358,2759,4065,4491,11821,2332,3557,5888,2114,2016-04-22T13:30:21Z,1366,768,412,197,16,31,US,36.3274,-119.6457
3,1,5,1,5,1,5,1,5,1,1,5,1,5,1,1,1,1,1,1,2,5,1,4,3,1,1,4,3,5,5,1,5,1,5,1,5,1,5,5,5,1,2,4,5,4,5,5,1,4,83500,1248,1247,2972,1440,1035,1172,1208,1894,1368,1444,3190,1319,2302,1083,1002,1083,1156,1886,1060,3307,2872,1413,1847,8863,1103,1356,3843,5469,2054,1746,1236,1196,1143,1456,1758,2468,2612,1472,1452,1396,1364,2271,3444,1204,2813,1316,2074,2383,1906,2016-11-29T05:46:06Z,1440,900,8,183,7,1,NONE,NONE,NONE
3,1,4,2,4,3,2,2,4,3,5,3,4,2,2,3,2,2,5,3,2,3,2,4,2,4,2,4,5,3,4,1,4,1,4,1,5,2,4,4,3,3,3,3,2,3,4,2,4,2,7726,1932,1902,5599,3331,8063,4432,3648,6233,7100,2117,2950,1735,3581,4234,10202,5514,4948,2264,3734,4218,5150,2399,3682,3035,1768,2018,7601,1903,6136,4530,4168,4045,3437,3033,3567,3040,2603,3251,3315,3668,8767,2586,3950,5848,4033,2330,4598,3667,1982,2018-03-06T21:46:47Z,1536,865,3,206,9,1,US,37.3541,-121.9552
3,3,3,2,2,3,4,4,2,5,5,2,4,1,3,2,3,1,5,5,1,4,3,5,2,5,1,5,5,3,2,5,4,3,3,3,4,1,1,3,3,1,4,1,4,1,4,3,5,5,7010,3765,2820,4066,1769,3001,11200,5045,4713,5375,2255,2630,820,3336,2620,2505,2748,2446,2240,2088,2456,2052,2487,2318,6165,2760,1610,3732,3374,867,3901,3064,28430,2418,3675,3015,2452,3735,2506,4129,2365,4066,2261,3887,2335,2719,3028,2891,3607,2174,2018-08-04T10:43:25Z,360,760,19,189,15,1,GB,51.8829,0.1903
1,5,3,3,3,5,1,3,5,1,5,5,5,3,5,5,5,5,5,3,1,5,3,5,1,5,1,5,5,3,0,1,5,5,5,3,3,3,3,4,5,1,3,1,5,1,5,5,5,5,14018,2982,5039,2863,3012,2627,4643,3235,2975,3581,3818,6806,2495,3842,3181,10764,2186,1840,1442,3582,5043,2790,4149,5346,3331,2104,11944,3093,3414,3647,0,6778,2231,4619,4660,3789,3157,2758,2487,3961,2781,7099,3932,3406,1911,3082,1735,2034,4042,2281,2017-08-23T21:51:42Z,1080,720,23,197,24,1,BO,-16.5,-68.15
5,3,5,1,4,2,5,1,5,4,2,5,2,3,1,1,4,1,2,2,5,5,1,4,1,4,1,5,4,4,2,5,4,5,2,5,3,4,3,0,2,1,3,1,4,4,5,2,5,5,3921,3432,11584,5409,4023,4072,2704,4695,3537,2488,4423,2945,3679,3376,5616,4144,3904,3760,4472,7736,2583,2776,3032,2936,3225,3536,21536,7752,4415,3649,3681,5952,6969,2711,8447,1791,3616,2817,2992,0,6560,2551,3224,2609,3976,3192,3033,6551,3384,1359,2016-09-21T20:04:35Z,1680,1050,5,222,9,1,US,39.4914,-119.8435
1,3,3,5,4,3,1,5,1,5,4,1,5,2,1,1,1,1,1,3,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,3,4,3,3,3,3,4,1,5,1,4659,10216,4720,2416,5681,3649,3784,2768,2408,1895,5520,2641,1457,2464,4377,1336,3121,1817,1520,2168,3911,4808,1936,1943,3472,1871,3936,2415,2263,3369,4281,6967,1927,2177,2455,4337,2047,2240,1433,4609,2584,9000,2408,2695,2871,4160,2872,1808,3543,1648,2017-08-31T12:00:54Z,1536,864,2,166,10,1,US,39.9376,-77.6611
1,4,4,4,4,4,2,3,4,5,4,4,5,4,2,2,2,1,4,1,2,2,5,2,2,3,4,4,2,4,5,4,4,2,5,2,4,1,5,5,3,1,1,1,4,5,5,4,5,4,50125,6974,3365,1079,2823,5706,3283,6541,3411,7418,25351,3185,16350,10625,4981,983,5317,2251,2660,5331,17295,7712,4092,8407,4494,16760,2788,898,2148,1001,967,18950,14473,835,2803,34003,7076,20828,3023,13700,3933,2967,4021,2756,10036,7152,7786,5742,2785,3218,2017-03-14T20:02:27Z,375,667,31,403,7,3,US,38.8896,-92.2236
2,2,4,2,3,2,3,3,2,2,4,2,4,2,3,3,2,2,4,4,2,4,2,4,2,4,2,3,4,3,4,4,4,4,2,3,4,3,4,3,4,2,4,2,4,2,4,3,4,2,2907603,1728,1159,4496,2400,3864,3040,2112,2681,1351,1320,2104,1360,4136,2904,1776,2112,1455,1897,2241,1840,1672,1425,1240,1640,1376,1544,3728,1824,2840,2632,2600,2560,1576,1839,3943,2024,1352,1967,2032,2584,3512,2040,2592,1153,4289,1624,2728,1984,2928,2018-05-10T14:02:10Z,1920,1080,5,3020,8,2,US,40.8534,-73.4115
4,4,4,4,2,3,2,2,4,5,5,2,4,1,4,4,1,1,5,1,1,4,3,5,2,4,1,4,5,4,3,4,4,4,1,5,5,1,2,2,3,4,2,1,3,3,3,1,2,2,50075,3901,4617,11667,3784,5867,1419,5750,2463,4117,4200,3733,4050,5166,5535,13083,3484,5204,2634,3433,3579,3367,7933,3800,864,6635,7830,7530,6087,3785,3333,4099,1116,4201,7867,4449,3483,2002,3700,4032,3832,4250,950,4167,917,6747,3202,2481,2999,2267,2016-05-12T16:01:50Z,320,568,11,269,11,1,AU,-37.7167,145.0
